Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,CsFG,CsFG+,CsBR,CsTS,CsDZ,CsGR,CsVCFG,CsMIFG,CsSQ,CsVCTS,CsFU,CsRA,CsSN,CsNA,CsBCFG,CsTSRA,CsHZ
1,2007-07-04,86,67,77.0,5.0,65,69.0,0.0,12.0,422.0,1930.0,TSRA BR HZ FU,0.0,,0.0,0.16,29.18,29.9,4.6,27,8.2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1
2,2007-07-04,84,67,76.0,,65,69.0,0.0,11.0,,,TSRA RA HZ FU,,,,0.66,29.23,29.88,3.1,25,8.8,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1
1,2007-07-05,89,71,80.0,8.0,60,67.0,0.0,15.0,422.0,1930.0,BR HZ FU,0.0,,0.0,0.0,29.24,29.94,6.4,31,8.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,2007-07-05,88,70,79.0,,60,67.0,0.0,14.0,,,BR,,,,0.0,29.29,29.92,4.3,33,6.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2007-07-06,86,66,76.0,4.0,57,64.0,0.0,11.0,423.0,1930.0,NA,0.0,,0.0,0.0,29.32,30.03,3.2,5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2007-07-06,84,68,76.0,,57,65.0,0.0,11.0,,,NA,,,,0.0,29.38,30.01,3.3,7,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2007-07-07,90,64,77.0,5.0,63,69.0,0.0,12.0,423.0,1930.0,NA,0.0,,0.0,0.0,29.18,29.91,8.4,22,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2007-07-07,88,68,78.0,,62,68.0,0.0,13.0,,,NA,,,,0.0,29.24,29.9,7.4,23,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2007-07-08,94,75,85.0,12.0,67,72.0,0.0,20.0,424.0,1929.0,NA,0.0,,0.0,0.0,29.05,29.77,12.9,24,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2007-07-08,93,75,84.0,,67,72.0,0.0,19.0,,,NA,,,,0.0,29.12,29.76,12.6,23,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2007-07-09,94,70,82.0,9.0,66,70.0,0.0,17.0,425.0,1929.0,TSRA RA VCTS,0.0,,0.0,0.3,29.11,29.8,4.9,24,8.8,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
2,2007-07-09,93,72,83.0,,67,71.0,0.0,18.0,,,RA,,,,0.24,29.16,29.79,4.8,23,8.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2007-07-10,89,69,79.0,6.0,67,70.0,0.0,14.0,425.0,1929.0,HZ VCTS,0.0,,0.0,0.43,29.06,29.77,8.6,23,10.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,2007-07-10,89,70,80.0,,67,71.0,0.0,15.0,,,TSRA HZ,,,,0.08,29.13,29.76,8.2,23,10.2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
1,2007-07-11,77,62,70.0,-3.0,51,59.0,0.0,5.0,426.0,1928.0,NA,0.0,,0.0,0.0,29.23,29.93,8.8,30,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2007-07-11,77,63,70.0,,51,59.0,0.0,5.0,,,NA,,,,0.0,29.28,29.92,9.1,30,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2007-07-12,80,61,71.0,-2.0,51,59.0,0.0,6.0,427.0,1928.0,NA,0.0,,0.0,0.0,29.22,29.93,9.4,29,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2007-07-12,80,60,70.0,,51,60.0,0.0,5.0,,,VCTS,,,,0.0,29.28,29.92,10.0,28,11.4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2007-07-13,78,58,68.0,-5.0,52,58.0,0.0,3.0,428.0,1927.0,NA,0.0,,0.0,0.0,29.26,29.98,1.4,1,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2007-07-13,74,59,67.0,,53,59.0,0.0,2.0,,,NA,,,,0.0,29.33,29.98,2.0,7,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2007-07-14,84,61,73.0,0.0,55,62.0,0.0,8.0,428.0,1927.0,NA,0.0,,0.0,0.0,29.08,29.79,8.3,26,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2007-07-14,85,62,74.0,,55,62.0,0.0,9.0,,,NA,,,,0.0,29.14,29.79,8.4,25,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2007-07-15,82,60,71.0,-3.0,53,61.0,0.0,6.0,429.0,1926.0,NA,0.0,,0.0,0.0,29.19,29.89,2.1,29,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2007-07-15,80,64,72.0,,52,61.0,0.0,7.0,,,NA,,,,0.0,29.25,29.88,1.2,9,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2007-07-16,82,65,74.0,0.0,60,65.0,0.0,9.0,430.0,1925.0,RA BR,0.0,,0.0,0.39,29.25,29.96,4.4,24,5.2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2007-07-16,82,66,74.0,,60,65.0,0.0,9.0,,,TSRA RA,,,,0.07,29.31,29.94,5.6,23,6.6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,2007-07-17,83,68,76.0,2.0,66,69.0,0.0,11.0,431.0,1925.0,RA BR VCTS,0.0,,0.0,0.11,29.18,29.9,5.2,23,6.5,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
2,2007-07-17,83,69,76.0,,65,69.0,0.0,11.0,,,RA BR,,,,0.11,29.24,29.89,6.3,23,7.4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2007-07-18,85,69,77.0,3.0,68,71.0,0.0,12.0,432.0,1924.0,TSRA RA BR VCTS,0.0,,0.0,1.55,29.11,29.84,9.1,24,10.1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0
2,2007-07-18,85,69,77.0,,69,71.0,0.0,12.0,,,TS TSRA RA BR HZ VCTS,,,,0.92,29.18,29.83,10.3,24,10.6,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1
1,2007-07-19,83,63,73.0,-1.0,63,66.0,0.0,8.0,433.0,1923.0,DZ BR,0.0,,0.0,0.16,29.21,29.9,7.0,1,11.9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,2007-07-19,82,63,73.0,,62,66.0,0.0,8.0,,,BR HZ,,,,0.01,29.26,29.88,7.7,36,14.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2007-07-20,75,58,67.0,-7.0,53,59.0,0.0,2.0,433.0,1923.0,NA,0.0,,0.0,0.0,29.44,30.14,8.6,3,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2007-07-20,74,62,68.0,,52,59.0,0.0,3.0,,,NA,,,,0.0,29.49,30.12,11.3,4,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2007-07-21,74,58,66.0,-8.0,52,58.0,0.0,1.0,434.0,1922.0,NA,0.0,,0.0,0.0,29.51,30.22,6.5,3,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2007-07-21,75,58,67.0,,52,59.0,0.0,2.0,,,NA,,,,0.0,29.57,30.21,5.8,4,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2007-07-22,81,58,70.0,-4.0,55,61.0,0.0,5.0,435.0,1921.0,NA,0.0,,0.0,0.0,29.49,30.21,1.7,16,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2007-07-22,81,61,71.0,,54,61.0,0.0,6.0,,,NA,,,,0.0,29.54,30.2,1.9,18,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2007-07-23,83,60,72.0,-2.0,55,63.0,0.0,7.0,436.0,1920.0,NA,0.0,,0.0,0.0,29.37,30.1,3.2,9,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2007-07-23,82,63,73.0,,55,63.0,0.0,8.0,,,NA,,,,0.0,29.42,30.09,2.9,12,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2007-07-24,82,65,74.0,0.0,58,64.0,0.0,9.0,437.0,1919.0,NA,0.0,,0.0,0.0,29.32,30.04,3.1,20,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2007-07-24,82,65,74.0,,57,64.0,0.0,9.0,,,NA,,,,0.0,29.38,30.03,1.1,21,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2007-07-25,85,71,78.0,4.0,61,67.0,0.0,13.0,438.0,1918.0,NA,0.0,,0.0,0.0,29.29,30.0,5.8,25,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2007-07-25,83,70,77.0,,60,66.0,0.0,12.0,,,NA,,,,0.0,29.35,29.99,6.4,23,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2007-07-26,83,66,75.0,1.0,65,68.0,0.0,10.0,439.0,1918.0,TS TSRA RA BR HZ,0.0,,0.0,0.19,29.19,29.92,7.2,22,9.4,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1
2,2007-07-26,84,64,74.0,,65,68.0,0.0,9.0,,,TS TSRA BR HZ,,,,0.89,29.25,29.91,7.2,22,9.9,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1
1,2007-07-27,83,70,77.0,3.0,68,70.0,0.0,12.0,440.0,1917.0,RA BR HZ,0.0,,0.0,0.17,29.11,29.82,3.0,3,7.9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,2007-07-27,83,70,77.0,,67,70.0,0.0,12.0,,,RA BR HZ,,,,0.04,29.16,29.8,1.2,36,8.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,2007-07-28,80,66,73.0,-1.0,65,68.0,0.0,8.0,441.0,1916.0,BR HZ,0.0,,0.0,0.0,29.23,29.93,10.0,3,10.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2007-07-28,80,70,75.0,,65,68.0,0.0,10.0,,,BR HZ,,,,0.0,29.28,29.91,10.6,3,10.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2007-07-29,85,63,74.0,0.0,57,64.0,0.0,9.0,442.0,1915.0,NA,0.0,,0.0,0.0,29.28,29.99,4.8,5,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2007-07-29,85,67,76.0,,56,64.0,0.0,11.0,,,NA,,,,0.0,29.34,29.97,6.3,5,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2007-07-30,89,62,76.0,2.0,55,64.0,0.0,11.0,443.0,1914.0,NA,0.0,,0.0,0.0,29.33,30.03,3.8,6,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2007-07-30,86,65,76.0,,57,65.0,0.0,11.0,,,NA,,,,0.0,29.39,30.01,3.1,6,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2007-07-31,91,68,80.0,6.0,61,68.0,0.0,15.0,444.0,1913.0,NA,0.0,,0.0,0.0,29.33,30.04,3.3,4,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2007-07-31,89,69,79.0,,60,68.0,0.0,14.0,,,NA,,,,0.0,29.39,30.02,4.0,7,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2007-08-01,92,69,81.0,8.0,62,69.0,0.0,16.0,445.0,1911.0,HZ,0.0,,0.0,0.0,29.29,30.0,3.5,9,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2007-08-01,91,69,80.0,,63,70.0,0.0,15.0,,,NA,,,,0.0,29.34,29.98,2.1,13,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2007-08-02,91,70,81.0,8.0,66,71.0,0.0,16.0,446.0,1910.0,HZ,0.0,,0.0,0.0,29.26,29.97,5.5,26,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2007-08-02,91,73,82.0,,66,72.0,0.0,17.0,,,NA,,,,0.0,29.31,29.95,6.5,23,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2007-08-03,90,69,80.0,7.0,56,66.0,0.0,15.0,447.0,1909.0,NA,0.0,,0.0,0.0,29.31,30.02,2.7,3,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2007-08-03,88,73,81.0,,58,67.0,0.0,16.0,,,NA,,,,0.0,29.36,30.0,3.3,6,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2007-08-04,81,64,73.0,0.0,58,64.0,0.0,8.0,448.0,1908.0,RA,0.0,,0.0,0.03,29.31,30.03,5.7,8,6.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2007-08-04,81,68,75.0,,58,65.0,0.0,10.0,,,RA,,,,0.02,29.36,30.01,5.9,9,6.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2007-08-05,88,67,78.0,5.0,71,73.0,0.0,13.0,449.0,1907.0,TSRA RA BR HZ,0.0,,0.0,1.43,29.08,29.81,5.4,21,9.6,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1
2,2007-08-05,88,68,78.0,,71,72.0,0.0,13.0,,,TSRA RA BR VCTS,,,,0.97,29.15,29.79,7.0,22,10.2,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1,2007-08-06,88,74,81.0,8.0,72,74.0,0.0,16.0,450.0,1906.0,TSRA RA BR HZ,0.0,,0.0,0.26,29.13,29.83,1.6,10,4.9,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1
2,2007-08-06,85,75,80.0,,72,74.0,0.0,15.0,,,TS TSRA BR HZ,,,,0.05,29.17,29.81,2.6,10,4.6,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1
1,2007-08-07,91,72,82.0,9.0,73,76.0,0.0,17.0,451.0,1904.0,RA BR,0.0,,0.0,1.31,29.06,29.76,6.2,25,9.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2007-08-07,92,73,83.0,,73,76.0,0.0,18.0,,,VCTS,,,,0.06,29.11,29.74,6.3,24,8.8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2007-08-08,87,73,80.0,7.0,71,73.0,0.0,15.0,452.0,1903.0,TSRA RA BR,0.0,,0.0,0.06,29.13,29.83,3.0,3,6.9,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2,2007-08-08,87,74,81.0,,72,74.0,0.0,16.0,,,TSRA RA DZ BR HZ,,,,0.09,29.18,29.81,1.5,4,6.4,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1
1,2007-08-09,84,72,78.0,5.0,71,73.0,0.0,13.0,453.0,1902.0,TSRA RA,0.0,,0.0,0.05,29.13,29.84,2.5,29,6.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2,2007-08-09,85,73,79.0,,71,73.0,0.0,14.0,,,TSRA BR HZ,,,,0.46,29.19,29.82,3.1,27,6.3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1
1,2007-08-10,86,70,78.0,5.0,68,72.0,0.0,13.0,454.0,1900.0,BR,0.0,,0.0,0.0,29.26,29.96,4.5,2,5.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2007-08-10,86,73,80.0,,69,72.0,0.0,15.0,,,NA,,,,0.0,29.32,29.94,3.0,6,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2007-08-11,89,67,78.0,5.0,65,70.0,0.0,13.0,455.0,1859.0,BR HZ,0.0,,0.0,0.0,29.31,30.02,3.2,19,3.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2007-08-11,88,68,78.0,,65,70.0,0.0,13.0,,,BR HZ,,,,0.0,29.38,30.0,3.1,20,3.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2007-08-12,88,67,78.0,5.0,67,71.0,0.0,13.0,456.0,1858.0,TSRA,0.0,,0.0,0.29,29.34,30.06,1.7,6,5.4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2,2007-08-12,87,68,78.0,,67,70.0,0.0,13.0,,,TSRA,,,,0.23,29.4,30.04,1.9,6,6.6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,2007-08-13,81,65,73.0,0.0,57,64.0,0.0,8.0,457.0,1856.0,BR,0.0,,0.0,0.0,29.39,30.11,6.2,6,6.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2007-08-13,80,69,75.0,,54,63.0,0.0,10.0,,,NA,,,,0.0,29.44,30.08,6.9,8,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2007-08-14,84,65,75.0,3.0,67,70.0,0.0,10.0,458.0,1855.0,TS TSRA RA BR,0.0,,0.0,0.41,29.23,29.93,5.9,25,8.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2,2007-08-14,84,65,75.0,,66,69.0,0.0,10.0,,,TSRA RA BR,,,,0.45,29.29,29.92,6.4,23,9.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,2007-08-15,80,71,76.0,4.0,67,70.0,0.0,11.0,459.0,1854.0,TSRA RA BR,0.0,,0.0,0.23,29.17,29.89,3.4,7,5.8,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2,2007-08-15,81,72,77.0,,69,71.0,0.0,12.0,,,TS TSRA RA BR,,,,0.83,29.23,29.87,4.9,6,7.1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,2007-08-16,77,65,71.0,-1.0,64,67.0,0.0,6.0,500.0,1852.0,BR,0.0,,0.0,0.0,29.28,29.97,3.6,1,5.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2007-08-16,77,67,72.0,,65,68.0,0.0,7.0,,,BR,,,,0.0,29.33,29.95,3.5,1,5.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2007-08-17,79,60,70.0,-2.0,54,61.0,0.0,5.0,501.0,1851.0,NA,0.0,,0.0,0.0,29.41,30.1,5.9,32,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2007-08-17,80,65,73.0,,54,62.0,0.0,8.0,,,NA,,,,0.0,29.46,30.08,6.1,31,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2007-08-18,68,59,64.0,-8.0,54,58.0,1.0,0.0,502.0,1849.0,RA,0.0,,0.0,0.09,29.44,30.16,6.4,12,8.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2007-08-18,69,60,65.0,,54,58.0,0.0,0.0,,,RA,,,,0.42,29.48,30.15,6.1,13,7.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2007-08-19,68,62,65.0,-6.0,62,64.0,0.0,0.0,503.0,1848.0,TS RA BR,0.0,,0.0,1.33,29.24,29.99,6.0,10,7.4,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2007-08-19,69,62,66.0,,63,64.0,0.0,1.0,,,TS RA BR,,,,1.33,29.3,29.98,5.5,10,7.5,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2007-08-20,78,68,73.0,2.0,68,69.0,0.0,8.0,504.0,1846.0,TSRA RA BR,0.0,,0.0,0.91,29.15,29.87,0.5,12,5.7,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2,2007-08-20,76,68,72.0,,69,70.0,0.0,7.0,,,TS TSRA RA BR HZ,,,,0.48,29.21,29.85,2.4,20,5.9,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1
1,2007-08-21,87,69,78.0,7.0,70,72.0,0.0,13.0,505.0,1845.0,BR HZ,0.0,,0.0,0.0,29.21,29.91,3.8,18,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2007-08-21,85,69,77.0,,70,72.0,0.0,12.0,,,BR,,,,0.01,29.26,29.89,3.5,17,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2007-08-22,90,69,80.0,9.0,71,73.0,0.0,15.0,506.0,1843.0,TS TSRA RA,0.0,,0.0,0.37,29.23,29.94,5.3,21,9.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2,2007-08-22,90,70,80.0,,70,73.0,0.0,15.0,,,TSRA RA BR,,,,0.88,29.29,29.93,5.1,21,8.4,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,2007-08-23,87,69,78.0,7.0,69,71.0,0.0,13.0,508.0,1842.0,TS TSRA RA BR VCTS,0.0,,0.0,2.35,29.15,29.87,9.6,21,11.7,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0
2,2007-08-23,89,70,80.0,,69,71.0,0.0,15.0,,,TS TSRA BR,,,,1.96,29.21,29.86,6.7,21,9.1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,2007-08-24,80,69,75.0,4.0,67,69.0,0.0,10.0,509.0,1840.0,TSRA RA,0.0,,0.0,0.24,29.11,29.82,5.8,25,7.1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2,2007-08-24,81,69,75.0,,67,69.0,0.0,10.0,,,TS TSRA RA BR,,,,0.2,29.16,29.81,5.5,25,7.3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,2007-08-25,79,64,72.0,2.0,63,66.0,0.0,7.0,510.0,1839.0,RA,0.0,,0.0,0.34,29.23,29.93,3.0,36,5.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2007-08-25,76,65,71.0,,63,66.0,0.0,6.0,,,RA BR,,,,0.25,29.29,29.91,2.4,3,6.4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2007-08-26,79,60,70.0,0.0,55,61.0,0.0,5.0,511.0,1837.0,NA,0.0,,0.0,0.0,29.38,30.08,3.6,11,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2007-08-26,78,61,70.0,,55,62.0,0.0,5.0,,,NA,,,,0.0,29.44,30.07,3.7,11,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2007-08-27,79,60,70.0,0.0,60,64.0,0.0,5.0,512.0,1835.0,NA,0.0,,0.0,0.0,29.36,30.07,6.5,17,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2007-08-27,79,63,71.0,,59,64.0,0.0,6.0,,,NA,,,,0.0,29.41,30.06,6.4,16,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2007-08-28,91,67,79.0,9.0,66,70.0,0.0,14.0,513.0,1834.0,NA,0.0,,0.0,0.0,29.28,29.99,9.0,20,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2007-08-28,90,69,80.0,,65,70.0,0.0,15.0,,,NA,,,,0.0,29.34,29.98,7.8,21,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2007-08-29,85,68,77.0,7.0,65,69.0,0.0,12.0,514.0,1832.0,NA,0.0,,0.0,0.0,29.34,30.04,5.6,3,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2007-08-29,86,69,78.0,,64,69.0,0.0,13.0,,,NA,,,,0.0,29.39,30.02,5.3,3,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2007-08-30,75,57,66.0,-4.0,54,60.0,0.0,1.0,515.0,1831.0,NA,0.0,,0.0,0.0,29.47,30.18,9.1,2,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2007-08-30,75,60,68.0,,54,61.0,0.0,3.0,,,NA,,,,0.0,29.51,30.15,10.8,3,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2007-08-31,77,57,67.0,-2.0,52,59.0,0.0,2.0,516.0,1829.0,NA,0.0,,0.0,0.0,29.47,30.19,3.9,4,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2007-08-31,76,57,67.0,,54,60.0,0.0,2.0,,,NA,,,,0.0,29.52,30.17,3.0,6,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2007-09-01,81,57,69.0,1.0,55,61.0,0.0,4.0,517.0,1827.0,NA,0.0,,0.0,0.0,29.49,30.22,4.2,11,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2007-09-01,79,60,70.0,,56,62.0,0.0,5.0,,,NA,,,,0.0,29.54,30.2,4.4,11,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2007-09-02,85,61,73.0,5.0,57,63.0,0.0,8.0,518.0,1826.0,NA,0.0,,0.0,0.0,29.41,30.15,4.2,21,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2007-09-02,84,62,73.0,,56,63.0,0.0,8.0,,,NA,,,,0.0,29.47,30.13,4.8,21,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2007-09-03,88,66,77.0,9.0,61,67.0,0.0,12.0,519.0,1824.0,NA,0.0,,0.0,0.0,29.36,30.09,2.0,27,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2007-09-03,88,64,76.0,,61,67.0,0.0,11.0,,,NA,,,,0.0,29.42,30.07,3.0,25,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2007-09-04,89,63,76.0,8.0,60,66.0,0.0,11.0,520.0,1822.0,NA,0.0,,0.0,0.0,29.28,30.0,2.8,22,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2007-09-04,90,67,79.0,,59,67.0,0.0,14.0,,,NA,,,,0.0,29.34,29.99,2.2,24,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2007-09-05,90,66,78.0,11.0,63,69.0,0.0,13.0,521.0,1821.0,RA,0.0,,0.0,0.0,29.24,29.96,6.4,19,6.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2007-09-05,91,72,82.0,,62,69.0,0.0,17.0,,,NA,,,,0.0,29.31,29.94,6.4,19,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2007-09-06,82,73,78.0,11.0,67,70.0,0.0,13.0,522.0,1819.0,RA HZ,0.0,,0.0,0.18,29.21,29.92,11.9,20,12.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
