company,review_header,rating,pro,con,date_author
Atom Bank,Special company unlike any other,5.0,"The people are friendly, helpful and hard working, everyone helps each other even when it’s not their area. There is a lot of dedication and it’s obvious everyone cares a lot about their work.

The atmosphere is the best I’ve ever worked in, there’s a certain energy about Atom. 

Everyone is treat equally, if you’re a young intern and have an idea you will be taken just as serious as anyone. 

Everyone makes time for each other, even the heads and managers will take time out of their busy schedule to help and teach others. Everyone works together to make it the best place to be.

The list of company benefits is amazing, they really do care about their employees.

Overall, it is the most exciting job I have ever had.",I have honestly not came across any negative things about Atom during my time there.,13 Apr 2019 - Anonymous Employee
Atom Bank,AMAZING,5.0,"Brilliant people, brilliant ethos.
Your voice is heard and its changing the banking industry for the better",None its fantastic a brilliant company,19 Feb 2019 - Business Development Manager
Atom Bank,Best job I've ever had,5.0,"Great culture
Great People
Interesting work","It's in Durham, a little out of the way for a lot of people commute wise",30 Jan 2019 - Anonymous Employee
Atom Bank,So much potential. So little filled.,2.0,The people and the occasional office event,"Working Environment
Lack of trust whether thats on a machine level with software tracking and blocking you down or in your day to day job. 
Decisions made by the highest paid person rather than most qualified. 
No opportunity for progression in your career even when there is open positions.",12 Jul 2018 - Anonymous Employee
Atom Bank,All the Fin but none of the Tech.,2.0,"Some people are actually talented and fun to work with.
If you're a contractor, you're looking at the right place.","The company has made some of the worst technical decisions ever.
The security team locks down the company so heavily you'll find it hard to develop anything whereas you see competitors like Monzo or Starling running circles.
The company would rather pay external companies thousands instead of take care of those internally.",2 Jul 2018 - 
3D Issue,Good startup,3.0,Several interesting projects in different fields,Requirements are too vague sometimes,4 Feb 2021 - Senior Software Engineer
3D Issue,great company to work for,5.0,It is a 4 day week and loads more,Cant say anything bad tbh,10 Sept 2020 - Business Success Manager
3D Issue,"Excellent place to work, great people, great product.",5.0,"Great office culture, people, perks, and benefits. There is also a tremendous amount of growth potential here.  The CEO/Leader is hands on in the best possible way - maintains genuine relationships with staff.

I found the work environment to be transparent  with fun coworkers who are willing to help you grow.  Collaboration was great , small teams delivering on well defined tasks.  There was a great mix of fun events and a work hard/play hard environment

The product(s) is mature with plenty new features and development opportunities for engineers.  The stack was cutting edge and engineers have a real say in  influencing product & engineering practices.","I worked remotely,  so sometimes I had to travel - but this was my choice from the outset",2 May 2018 - Team Leader
3D Issue,"Fast paced company with exciting growth, development opportunities and great working environment",5.0,"- The company is constantly developing and evolving new technologies, its fast paced and exciting be part of.

- Clear objectives and targets are in place, you know what you need to do and are given the tools and help if needed to achieve.

- The CEO believes in promoting from within, and recognises performance. Management is extremely supportive, fair and encourages development. There are amazing opportunities for individuals to progress here if you want to be successful.

- New offices with a games room, good location with ample parking.

- A great team atmosphere and culture, everyone works hard, is friendly, supportive and approachable.

- The company promotes a collaborative environment that fosters learning. All voices are heard regardless of their department or position. Everyone is encouraged to contribute to ideas,  new product features and road map directions. 

- The working environment is relaxed, the team is energetic and hard working.","Really can't think of any, the people are great, work is interesting, management fair and supportive and I genuinely enjoyed going to work each day.",7 Mar 2018 - Anonymous Employee
3D Issue,Loved my time at 3D Issue- Entrepreneurial company with great culture!,5.0,"Flexible working hours and ability to work remotely after probationary period
Large modern offices in a good location.
Getting help to develop my C++ skills even though it was not my main area of expertise
Management is open and you are always able to ask questions
Games room and fitness equipment on the ground floor
Everyone knows each other and there is a good team environment
Atmosphere is relaxed but focused on evolution of the platforms
A pretty young company with nice perks such as birthday day off in addition to your annual leave
No politics like my previous company!!",Nothing really- probably would not have left had my wife not secured a new role down the country!,3 Feb 2018 - Developer
